date,locality,state,location_detail,online,type,title,macroevent,actors,organizations,participants,claims,valence,issues,issues_major,size_text,size_low,size_high,size_mean,size_cat,arrests,arrests_any,injuries_crowd,injuries_crowd_any,injuries_police,injuries_police_any,property_damage,property_damage_any,chemical_agents,participant_measures,police_measures,participant_deaths,police_deaths,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,source_9,source_10,source_11,source_12,source_13,source_14,source_15,source_16,source_17,source_18,source_19,source_20,source_21,source_22,source_23,source_24,source_25,source_26,source_27,source_28,source_29,source_30,notes,lat,lon,resolved_locality,resolved_county,resolved_state,fips_code
2022-12-02,Burlington,VT,199 Main St; 1 Church St,0,march,NA,NA,Student Global AIDS Campaign; AIDS activists; students; supporters,Student Global AIDS Campaign,AIDS activists; students; supporters,for $5 billion in federal spending on AIDS-related programming in South Africa and elsewhere,0,foreign affairs; healthcare,foreign affairs; healthcare,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.wcax.com/2022/12/02/student-aids-activists-march-burlington/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,outside offices of Senators Leahy and Sanders,44.475882,-73.212072,Burlington,Chittenden County,VT,50007
2022-10-15,Brookwood,AL,Warror Met Coal Inc.,0,strike; picket,NA,NA,United Mine Workers of America,United Mine Workers of America,NA,against unfair labor practices at Warrior Met Coal,0,energy; labor,energy; labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/TheRealNews/status/1413205492806012929,https://twitter.com/GrimKim/status/1443950077450588167,https://twitter.com/lizshuler/status/1505920801215852547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2556719,-87.3208336,Brookwood,Tuscaloosa County,AL,01125
2018-04-20,Houston,TX,School of the Woods,0,walkout,NA,NA,students,NA,NA,support gun reform and school safety,1,education; guns,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,indivisible website list,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.760427,-95.369803,Houston,Harris County,TX,48201
2024-03-01,Selma,AL,Songs of Selma Park,0,march; rally,Youth Freedom March,NA,The Bridge Crossing Jubilee,The Bridge Crossing Jubilee,NA,"for civil rights, against racism",1,civil rights; racism,civil rights; racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.selmajubilee.com/schedule,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Youth Freedom March,32.4073589,-87.0211007,Selma,Dallas County,AL,01047
2023-11-30,Mead,WA,NA,0,demonstration,NA,NA,Patriot Front,Patriot Front,NA,"for white supremacy, for patriotism, life liberty victory, united we stand, not stolen conquered",2,patriotism; racism,patriotism; racism,count pic,2,3,2,1,NA,0,NA,0,NA,0,NA,0,0,stencils,NA,NA,NA,https://t.me/PatriotFrontUpdates/17919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"date not specified, so dating to day before post",47.7664789,-117.3552741,Mead,Spokane County,WA,53063
2022-04-28,New York,NY,"New York City Hall, Manhattan",0,rally; press conference,Invest in Black Futures,NA,VOCAL-NY; Brooklyn Movement Center; Justice Committee; Communities United for Police Reform; Make the Road NY; AVP; MXG Movement; Legal Action Center; Girls for Gender Equity; Jews for Racial & Economic Justice; elected officials,VOCAL-NY; Brooklyn Movement Center; Justice Committee; Communities United for Police Reform; Make the Road NY; AVP; MXG Movement; Legal Action Center; Girls for Gender Equity; Jews for Racial & Economic Justice,elected officials,"for city government investment in Black futures, for divesting from carceral systems, for safe and healthy neighborhoods",1,banking and finance; criminal justice; racism,banking and finance; criminal justice; racism,count pic,40,50,45,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/inationcorp/status/1519357996668760065,https://twitter.com/GGENYC/status/1519387491010236416,https://twitter.com/LiabilityGirl/status/1519694736067641344,https://twitter.com/LiabilityGirl/status/1519693489101025280,https://twitter.com/NYCComptroller/status/1519715930179317761,https://twitter.com/JFREJNYC/status/1519686157541556225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invest in Black Futures,40.7127753,-74.0059728,New York,NA,NY,36061
2018-04-23,Carmel,IN,Public Library,0,protest,NA,NA,Parents,NA,NA,Protesting firing of basketball coach,0,sports,NA,From photo: dozens,24,24,24,1,0.0,0,0.0,0,0.0,0,0.0,0,NA,NA,NA,NA,NA,https://www.hudsonvalley360.com/article/amtrak-fence-opponents-rally-germantown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.978371,-86.118043,Carmel,Hamilton County,IN,18057
2023-04-02,Aspen,CO,NA,0,demonstration,NA,NA,Red Ladies,Red Ladies,NA,"against mining in Crested Butte area, for environmental conservation",1,environment,environment,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,ski trek; costumes,NA,NA,NA,https://coloradosun.com/2023/03/22/crested-butte-red-lady-mine-fight/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.191098,-106.817539,Aspen,Pitkin County,CO,08097
2017-06-16,Palo Alto,CA,El Camino Real and Embarcadero Rd,0,vigil,NA,NA,WILPF,WILPF,NA,"for peace, against war, for banning nuclear weapons",0,military,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.facebook.com/PPAWILPF/,correspondence with organizer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Friday; started in 1922, some gaps since",37.4418834,-122.1430195,Palo Alto,Santa Clara County,CA,06085
2018-04-23,Charlotte,NC,downtown,0,protest,NA,NA,parents,NA,NA,protesting sex-ed in schools,0,education,NA,NA,NA,NA,NA,0,0.0,0,0.0,0,0.0,0,0.0,0,NA,NA,NA,NA,NA,https://www.wcnc.com/article/news/parents-protesting-graphic-sex-ed-in-schools/275-544971489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.227087,-80.843127,Charlotte,Mecklenburg County,NC,37119
2023-05-20,Livingston,MT,"Wheatgrass Books, 120 N Main St",0,counter-protest,NA,20230520-livingtson-wlm,NA,NA,NA,"in support of Drag Story Hour at Wheatgrass Books bookstore, against white supremacy",1,lgbtqia; racism,lgbtqia; racism,several,3,3,3,1,NA,0,NA,0,NA,0,NA,0,0,NA,on scene; issued order on May 19 requiring all protests on May 20 to be conducted in parking lot at City Hall,NA,NA,https://twitter.com/mikelmom37/status/1659965699836739584,https://www.facebook.com/livingstonpridecoalition/,https://reason.com/volokh/2023/05/19/montana-town-forbids-all-protests-except-at-city-hall-because-of-planned-protests-of-drag-story-hour/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.661411,-110.559956,Livingston,Park County,MT,30067
2020-10-23,Tucson,AZ,E Speedway Blvd and N Euclid Ave,0,vigil,NA,NA,Women in Black,Women in Black,NA,"for ending Israel's occupation of Palestine, for Palestinian liberation",0,foreign affairs,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.tucsonpeacecalendar.org/events/,https://www.youtube.com/watch?v=8y4kFtLSPPs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,every Friday since at least 2001; organizers clarified in Jan 2024 email that focus has always been on occupation of Palestine,32.2539787,-110.9741769,Tucson,Pima County,AZ,04019
2017-01-21,Coos Bay,OR,NA,0,march,NA,NA,NA,NA,NA,women's rights are human rights,1,women's rights,NA,NA,200,200,200,2,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,http://theworldlink.com/news/local/hundreds-rally-at-women-s-march-in-downtown-coos-bay/article_997db7f0-b921-5aef-8e37-5945831c8400.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.366501,-124.21789,Coos Bay,Coos County,OR,41011
2022-09-08,Melrose Park,IL,"Kerry Ingredients & Flavours, 3141 W North Ave",0,strike; picket,NA,NA,Teamsters Local 781,Teamsters Local 781,NA,"against unfair labor practices at Kerry Ingredients & Flavours, against mandatory overtime",0,labor,labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.instagram.com/p/CbFkzWeBfGM/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9005865,-87.8567276,Melrose Park,Cook County,IL,17031
2021-03-28,New York,NY,"McCarren Park, Brooklyn",0,gathering,NA,NA,NA,NA,NA,"against racism, against police violence",1,policing; racism,policing; racism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/protest_nyc/status/1376018220113608705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7127753,-74.0059728,New York,NA,NY,36047
2019-09-13,Iowa City,IA,Iowa Ave and Clinton St,0,vigil,Peace Vigil,NA,Peace Education and Action Center of Eastern Iowa,Peace Education and Action Center of Eastern Iowa,NA,for peace,0,military,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,http://peaceiowa.org/Events/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Peace Vigil,41.661128,-91.530168,Iowa City,Johnson County,IA,19103
2022-02-15,Cleveland,OH,"Sherwin-Williams Plant, 26300 Fargo Ave, Bedford Heights",0,strike; picket,NA,NA,United Steelworkers Local 14919,United Steelworkers Local 14919,NA,"against unfair labor practices at Sherwin-Williams Bedford Heights plant, for higher pay for workers",0,labor,labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.prnewswire.com/news-releases/usw-members-strike-against-sherwin-williams-301483924.html,https://twitter.com/snaccrondsa/status/1495850420387958801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.49932,-81.694361,Cleveland,Cuyahoga County,OH,39035
2020-06-04,Rochester,MI,Rochester Municipal Park,0,protest; march,NA,NA,general protesters,NA,NA,antiracism; against police brutality,1,policing; racism,NA,about 500,500,500,500,2,0.0,0,0.0,0,0.0,0,0.0,0,0,NA,NA,NA,NA,https://www.rochestermedia.com/protests-come-to-rochester/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,separate protests but marched together,42.680588,-83.1338214,Rochester,Oakland County,MI,26125
2017-04-22,Memphis,TN,NA,0,rally,NA,NA,general protestors,NA,NA,against political suppression of science,1,science,NA,dozens,24,24,24,1,0.0,0,0.0,0,0,0,0,0,NA,NA,NA,NA,NA,http://www.localmemphis.com/news/local-news/march-for-science/697438429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.149534,-90.04898,Memphis,Shelby County,TN,47157
2023-01-18,Athens,GA,University of Georgia,0,vigil,NA,NA,NA,NA,NA,"in remembrance of forest defender killed by Atlanta police, against construction of police training facility in Weelaunee Forest, for environmental conservation, for Stop Cop City movement, we mourn the dead and fight for the living Stop Cop City",1,development; environment; policing,development; environment; policing,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,candlelight vigil,NA,NA,NA,https://twitter.com/_Shan_Martinez_/status/1615869807374602240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.951935,-83.357567,Athens,Clarke County,GA,13059
2024-04-02,Chandler,AZ,"Intel Ocotillo Campus, 4500 S Dobson Rd",0,demonstration,NA,NA,NA,NA,NA,"for Palestinian liberation, Palestine flag, 15000 children massacred / end the siege",0,foreign affairs,foreign affairs,count video,1,1,1,1,NA,0,NA,0,NA,0,NA,0,0,NA,called to scene,NA,NA,https://www.tiktok.com/@freepalestineaz,https://www.tiktok.com/@freepalestineaz/video/7353264179597298990,https://www.tiktok.com/@freepalestineaz/video/7353441481971060010,https://www.tiktok.com/@freepalestineaz/photo/7353480843609787694,https://www.tiktok.com/@freepalestineaz/video/7353487963172392238,https://www.tiktok.com/@freepalestineaz/photo/7353491334403050794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,feat. Rumsey,33.30616,-111.84125,Chandler,Maricopa County,AZ,04013
2017-06-06,Washington,DC,Lafayette Square Park,0,vigil,White House Peace Vigil,NA,NA,NA,NA,"for banning nuclear weapons, for peace",0,military,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://en.wikipedia.org/wiki/White_House_Peace_Vigil,https://www.youtube.com/watch?v=uy5PQNRNk2s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White House Peace Vigil continuous since June 3, 1981",38.9071923,-77.0368707,Washington,District of Columbia,DC,11001
2020-10-24,Harrison,PA,Harrison Hills Park,0,rally; caravan,NA,NA,general protesters; Local Biden-Harris Rally,NA,NA,for Joe Biden,1,presidency,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://triblive.com/local/valley-news-dispatch/biden-harris-caravan-rally-planned-in-alle-kiski-valley/,https://triblive.com/local/valley-news-dispatch/biden-harris-caravan-rally-planned-in-alle-kiski-valley/,https://triblive.com/local/valley-news-dispatch/biden-supporters-caravan-around-the-a-k-valley-rally-in-harrison/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.354791,-79.650141,Harrison City,Westmoreland County,PA,42129
2021-09-12,Chicago,IL,"Nabisco Bakery, 7300 S Kedzie Ave",0,strike; picket,NA,NA,BCTGM Local 300; workers,BCTGM Local 300,workers,"for a fair contract for Nabisco Bakery workers, against unfair labor practices, against outsourcing jobs to Mexico",0,economy; foreign affairs; labor,economy; foreign affairs; labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://twitter.com/MorePerfectUS/status/1428459980944990212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.878114,-87.629798,Chicago,Cook County,IL,17031
2019-12-06,San Antonio,TX,NA,0,protest; strike,NA,NA,general protestors,NA,NA,protest climate inaction,1,environment,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,fridaysforfuture.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.4251905,-98.4945922,San Antonio,Bexar County,TX,48029
2020-06-29,Sherman Oaks,CA,"Sherman Oaks Galleria, Sepulveda Blvd and Ventura Blvd",0,demonstration,NA,NA,The Valley of Change,NA,NA,"Black Lives Matter, against police brutality",1,policing; racism,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://twitter.com/ACatWithNews/status/1423588411227611136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Became daily event. @thevalleyofchange IG post on June 8, 2021, marks 373 consecutive days, which puts start on or about June 1, 2020.",34.1509272,-118.4486989,Los Angeles,Los Angeles County,CA,06037
2024-04-02,Green Bay,WI,Hyatt Regency Green Bay,0,counter-protest,NA,20240402-greenbay-trump,NA,NA,NA,"for a Green New Deal, Jesus would demand a Green New Deal",1,environment; religion,environment,a,1,1,1,1,NA,0,NA,0,NA,0,NA,0,0,held up a banner inside venue of a Donald Trump rally,NA,NA,NA,https://www.greenbaypressgazette.com/story/news/politics/elections/2024/04/02/trump-rally-today-in-green-bay-supporters-protesters-turn-out/73178832007/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,protestor was removed from the rally,44.513319,-88.013296,Green Bay,Brown County,WI,55009
2018-05-03,Saint George,UT,Intersection of University Avenue and 100 South,0,protest,NA,NA,Students;Professors,NA,NA,Protesting the firing of professors,0,education,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,https://www.stgeorgeutah.com/news/archive/2018/05/04/jcw-morale-is-at-an-all-time-low-protesters-at-dixie-state-university-ask-for-answers-in-wake-of-professor-firings#.Wx34DEgvxPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.0965278,-113.5684164,St. George,Washington County,UT,49053
2022-01-18,Denver,CO,1355 Krameria St,0,strike; picket,NA,NA,United Food and Commercial Workers Local 7,United Food and Commercial Workers Local 7,NA,"for higher pay for workers at King Soopers and City Market grocery stores, against unfair labor practices, for better health insurance",0,healthcare; labor,healthcare; labor,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://coloradosun.com/2022/01/11/king-soopers-union-workers-strike-business-profits/,https://www.cpr.org/2022/01/11/king-soopers-strike-colorado-stores/,https://twitter.com/UFCW_7/status/1481252475713867776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.739236,-104.990251,Denver,Denver County,CO,08031
2023-08-03,Washington,DC,DC Central Detention Facility,0,vigil,#FreedomCorner,NA,NA,NA,NA,"for justice for people jailed or imprisoned for participation in J6 events, against inhumane conditions in jail, for patriotism, American flag, Jesus is love / Jesus is the way, free J6!",2,criminal justice; patriotism; religion,criminal justice; patriotism,count video,10,12,11,1,NA,0,NA,0,NA,0,NA,0,0,livestreaming; phone calls with jailed J6 participants; sang national anthem,NA,NA,NA,https://www.washingtonpost.com/dc-md-va/2022/09/19/protest-dc-jail-trump-j6/,https://newrepublic.com/article/170991/cpac-january-6-riot-prisoners,https://twitter.com/JFCUANNOYME/status/1646011253456875522,https://twitter.com/BGOnTheScene/status/1687306093892968448,https://twitter.com/BGOnTheScene/status/1687318428611178496,https://twitter.com/ScooterCasterNY/status/1687284940507848705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#FreedomCorner nightly since 8 August 2022,38.9071923,-77.0368707,Washington,District of Columbia,DC,11001
2017-03-25,Boston,MA,Boston Common,0,"march, rally",NA,NA,MAGA,NA,NA,support Trump and veterans,2,military; presidency,NA,NA,75,75,75,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,http://www.fox25boston.com/news/trump-supporters-hit-boston-streets-for-make-america-great-again-march/506016166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.360082,-71.05888,Boston,Suffolk County,MA,25025
2020-11-27,Longmeadow,MA,Longmeadow St and Forest Glen Rd,0,demonstration,NA,NA,Longmeadow Anti-Racist Coalition,Longmeadow Anti-Racist Coalition,NA,against systemic racism,1,racism,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.masslive.com/news/2023/06/dueling-rallies-highlight-divergent-missions-in-longmeadow-anti-racism-group.html,https://www.facebook.com/groups/856764564832052/,https://www.wwlp.com/news/local-news/hampden-county/longmeadow-anti-racism-coalition-resumes-weekly-standouts/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,every Friday since June 2020,42.050102,-72.582864,Longmeadow,Hampden County,MA,25013
2020-02-14,Minneapolis,MN,Minneapolis-St. Paul Airport,0,die-in,NA,NA,Delta workers,NA,NA,for better working conditions and pay and benefits for Delta Airlines workers,0,labor; transportation,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,https://minnesota.cbslocal.com/2020/02/15/delta-catering-workers-left-in-poverty-to-protest-at-msp-airport/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.977753,-93.265011,Minneapolis,Hennepin County,MN,27053
2023-05-08,Seaside,CA,California State University Monterey Bay,0,march; demonstration,NA,NA,students,NA,students,"against vehicle parking fees at California State University Monterey Bay, for free parking for students, we demand free parking / stop commodifying stolen land / stop contributing to student debt / grace periods / warnings before citations / improved shuttle services, our parking citations fund police [pig], pretty bitches want free parking, parking is policing, parking tickets make it hard 4 42% of students 2 pay 4 basic needs, is my $3680 fee not enough for you?, open the empty lots",0,banking and finance; education; indigenous peoples; labor; policing,education,around 40,40,40,40,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://www.montereyherald.com/2023/05/08/csumb-students-protest-parking-fees-accessibility/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6149217,-121.822098,Seaside,Monterey County,CA,06053
2019-03-19,Salina,CA,Closter Park,0,protest,NA,NA,MILPA,NA,NA,Civil Rights; For greater accountability; For racial justice; Police,1,civil rights; policing; racism,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,http://www.montereycountyweekly.com/blogs/news_blog/activists-rally-to-protest-police-shootings-and-honor-a-woman/article_4110dbf8-4211-11e9-a4ee-ff8efd81e605.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20575.0,36.6777372,-121.6555013,Salinas,Monterey County,CA,06053
2020-08-13,Seattle,WA,Counterbalance Park,0,picket,NA,NA,Picket 4 Change Seattle,NA,NA,"against racism, against police violence, for defunding police, against Mayor Durkan",1,policing; racism,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,https://www.instagram.com/p/CD3RYyXJPus/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Day 27 [with gaps],47.6061389,-122.3328481,Seattle,King County,WA,53033
2023-10-13,Toledo,OH,NA,0,demonstration,NA,20231013-toledo-palestine,American Muslims for Palestine,American Muslims for Palestine,NA,"for Palestinian liberation, in support of Palestinian resistance, Palestine flag, free free Palestine, end U.S. aid to Israel, no war, stop Gaza's massacre, disarm now, honk for Palestine, end the genocide in Gaza, end the siege on Gaza, I support Palestinian human rights, why must we explain that ethnic cleansing is a crime every time?",0,foreign affairs; military,foreign affairs,count video,200,250,225,2,NA,0,NA,0,NA,0,NA,0,0,megaphone; verbal clashes with counter-protester,NA,NA,NA,https://www.wtol.com/video/news/nation-world/israel-hamas-conflict/protestors-in-toledo-call-for-support-for-palestine/512-4bb370f1-5c2f-4e5b-b5c9-b193dccfe80c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6528052,-83.5378674,Toledo,Lucas County,OH,39095
2022-05-18,Jackson,MS,"Jackson Women's Health, 2903 N State St",0,protest,NA,NA,NA,NA,NA,against abortion,2,reproductive rights,reproductive rights,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,discourage patients from entering clinic,NA,NA,NA,https://www.insider.com/abortion-protests-mississippi-clinic-says-protestors-hold-guns-yell-2021-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"daily since forever, but only started recording in CCC on 2021-12-01",32.298757,-90.18481,Jackson,Hinds County,MS,28049
2019-09-20,Boston,MA,City Hall Plaza to Massachusetts Statehouse,0,demonstration,NA,NA,students,NA,NA,"for urgent action on climate change, for climate justice and equity",1,environment,NA,"thousands; 9,000-10,000",2000,10000,6000,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,https://boston.cbslocal.com/2019/09/20/global-climate-strike-boston-city-hall-plaza-state-house-greta-thunberg/,https://www.bostonherald.com/2019/09/20/thousands-of-boston-area-students-skip-school-to-march-in-climate-protest/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.360082,-71.05888,Boston,Suffolk County,MA,25025
2022-03-19,Fremont,NH,7 Jackie Bernier Dr,0,demonstration,Flag Wave,NA,NA,NA,NA,"for freedom, for patriotism",2,civil rights; patriotism,civil rights; patriotism,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,https://nhpatriothub.org/events-calendar/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flag Wave every Saturday starting 3/5/22,42.9909194,-71.1425606,Fremont,Rockingham County,NH,33015
